Dataset_Name,Dataset_IDnum,Organization_Name,Observer_Name,Island_Name,Region_Name,Sector_Name,Survey_Name,Survey_ID_InternalToYourProject,Depth_ft,Depth_bin,Latitude_DD,Longitude_DD,ObservationDate,AreaSurveyed_m2,%LiveCoralCover,%LiveCoralCover_Bin,%CoralBleached,%CoralBleached_Bin,BleachingSeverity,Taxon1_Code,Taxon1_%Cover,Taxon1_%Bleached,Taxon1_Ave_Sev,Taxon1_Max_Sev,Taxon2_Code,Taxon2_%Cover,Taxon2_%Bleached,Taxon2_Ave_Sev,Taxon2_Max_Sev,Taxon3_Code,Taxon3_%Cover,Taxon3_%Bleached,Taxon3_Ave_Sev,Taxon3_Max_Sev,Taxon4_Code,Taxon4_%Cover,Taxon4_%Bleached,Taxon4_Ave_Sev,Taxon4_Max_Sev,Taxon5_Code,Taxon5_%Cover,Taxon5_%Bleached,Taxon5_Ave_Sev,Taxon5_Max_Sev,Taxon6_Code,Taxon6_%Cover,Taxon6_%Bleached,Taxon6_Ave_Sev,Taxon6_Max_Sev,Taxon7_Code,Taxon7_%Cover,Taxon7_%Bleached,Taxon7_Ave_Sev,Taxon7_Max_Sev,Taxon8_Code,Taxon8_%Cover,Taxon8_%Bleached,Taxon8_Ave_Sev,Taxon8_Max_Sev,Comments_Observation,Cluster_DepthBin_ID
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,CG,Oahu,MHI,,Lanikai_243_CG,,6.6,,21.39203,-157.714,10/23/2019,78.5,,2,,3,,PLUT,,,,,PCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,CG,Oahu,MHI,,Lanikai_244_CG,,6.6,,21.39212,-157.714,10/23/2019,78.5,,3,,1,,PLUT,,,,,PCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,CG,Oahu,MHI,,Lanikai_245_CG,,6.6,,21.39216,-157.714,10/23/2019,78.5,,1,,3,,PLUT,,,,,PCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Lanikai_79_JR,,5.9,,21.38963,-157.712,10/23/2019,78.5,,1,,2,,MCAP,,,,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Lanikai_80_JR,,5.9,,21.38971,-157.712,10/23/2019,78.5,,2,,1,,MCAP,,,,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Lanikai_81_JR,,5.9,,21.38979,-157.712,10/23/2019,78.5,,1,,3,,MCAP,,,,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Lanikai_82_JR,,5.9,,21.38988,-157.712,10/23/2019,78.5,,1,,3,,MCAP,,,,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Lanikai_82_KK,,7.9,,21.38956,-157.712,10/23/2019,78.5,,3,,1,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Lanikai_83_JR,,5.9,,21.38994,-157.712,10/23/2019,78.5,,1,,2,,MCAP,,,,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Lanikai_83_KK,,7.9,,21.38964,-157.712,10/23/2019,78.5,,2,,1,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Lanikai_84_KK,,7.9,,21.38971,-157.712,10/23/2019,78.5,,2,,2,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Lanikai_85_JR,,8.9,,21.39194,-157.714,10/23/2019,78.5,,2,,4,,PLUT,,,,,MCAP,,,,,PCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Lanikai_85_KK,,7.9,,21.38979,-157.712,10/23/2019,78.5,,2,,2,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Lanikai_86_JR,,8.9,,21.39199,-157.714,10/23/2019,78.5,,2,,3,,PLUT,,,,,MCAP,,,,,PCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Lanikai_86_KK,,7.9,,21.38984,-157.712,10/23/2019,78.5,,3,,2,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Lanikai_87_JR,,8.9,,21.39206,-157.714,10/23/2019,78.5,,2,,2,,PLUT,,,,,MCAP,,,,,PCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Lanikai_87_KK,,8.9,,21.39183,-157.714,10/23/2019,78.5,,3,,1,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Lanikai_88_JR,,8.9,,21.39214,-157.714,10/23/2019,78.5,,2,,3,,PLUT,,,,,MCAP,,,,,PCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Lanikai_88_KK,,8.9,,21.39189,-157.714,10/23/2019,78.5,,1,,4,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Lanikai_89_JR,,8.9,,21.3922,-157.714,10/23/2019,78.5,,1,,1,,PLUT,,,,,MCAP,,,,,PCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Lanikai_89_KK,,8.9,,21.39196,-157.714,10/23/2019,78.5,,3,,3,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Lanikai_90_KK,,8.9,,21.39202,-157.714,10/23/2019,78.5,,4,,3,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Lanikai_91_KK,,8.9,,21.39208,-157.714,10/23/2019,78.5,,3,,2,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,HH,Oahu,MHI,,Leftovers_189_HH,,6.9,,21.62867,-158.076,10/22/2019,78.5,,2,,2,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,HH,Oahu,MHI,,Leftovers_190_HH,,6.9,,21.62863,-158.076,10/22/2019,78.5,,2,,2,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,HH,Oahu,MHI,,Leftovers_191_HH,,6.9,,21.62855,-158.076,10/22/2019,78.5,,2,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,HH,Oahu,MHI,,Leftovers_192_HH,,6.9,,21.6285,-158.076,10/22/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,HH,Oahu,MHI,,Leftovers_193_HH,,6.9,,21.62843,-158.076,10/22/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Leftovers_67_KK,,6.9,,21.62867,-158.076,10/22/2019,78.5,,2,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Leftovers_68_KK,,6.9,,21.62865,-158.076,10/22/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Leftovers_69_JR,,3.9,,21.68152,-158.036,10/22/2019,78.5,,1,,1,,PLOB,,,,,PLUT,,,,,PCOM,,,,,MCAP,,,,,,,,,,,,,,,,,,,,,,,,,,8 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Leftovers_69_KK,,6.9,,21.6286,-158.076,10/22/2019,78.5,,1,,0,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Leftovers_70_JR,,3.9,,21.68162,-158.036,10/22/2019,78.5,,1,,1,,PLOB,,,,,PLUT,,,,,PCOM,,,,,MCAP,,,,,,,,,,,,,,,,,,,,,,,,,,8 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Leftovers_70_KK,,6.9,,21.62855,-158.076,10/22/2019,78.5,,1,,0,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Leftovers_71_JR,,3.9,,21.68174,-158.037,10/22/2019,78.5,,1,,0,,PLOB,,,,,PLUT,,,,,PCOM,,,,,MCAP,,,,,,,,,,,,,,,,,,,,,,,,,,8 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Leftovers_71_KK,,6.9,,21.62848,-158.076,10/22/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Leftovers_72_JR,,3.9,,21.68189,-158.037,10/22/2019,78.5,,1,,2,,PLOB,,,,,PLUT,,,,,PCOM,,,,,MCAP,,,,,,,,,,,,,,,,,,,,,,,,,,8 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Leftovers_73_JR,,3.9,,21.682,-158.037,10/22/2019,78.5,,1,,0,,PLOB,,,,,PLUT,,,,,PCOM,,,,,MCAP,,,,,,,,,,,,,,,,,,,,,,,,,,8 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,MM,Oahu,MHI,,Lualualei_109_MM,,9.8,,21.43797,-158.188,10/24/2019,78.5,,1,,1,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,MM,Oahu,MHI,,Lualualei_110_MM,,9.8,,21.43793,-158.189,10/24/2019,78.5,,1,,0,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,MM,Oahu,MHI,,Lualualei_111_MM,,9.8,,21.43786,-158.189,10/24/2019,78.5,,1,,1,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,MM,Oahu,MHI,,Lualualei_112_MM,,9.8,,21.43781,-158.189,10/24/2019,78.5,,1,,1,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,MM,Oahu,MHI,,Lualualei_113_MM,,9.8,,21.43783,-158.189,10/24/2019,78.5,,1,,2,,PMEA,,,,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,AT,Oahu,MHI,,Lualualei_211_AT,,10.8,,21.4379,-158.188,10/24/2019,78.5,,1,,0,,PLOB,,,,,PMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,AT,Oahu,MHI,,Lualualei_212_AT,,10.8,,21.43777,-158.188,10/24/2019,78.5,,1,,1,,PLOB,,,,,PMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,AT,Oahu,MHI,,Lualualei_213_AT,,10.8,,21.4377,-158.189,10/24/2019,78.5,,1,,0,,PLOB,,,,,PMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,AT,Oahu,MHI,,Lualualei_214_AT,,10.8,,21.43764,-158.189,10/24/2019,78.5,,1,,1,,PLOB,,,,,PMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,AT,Oahu,MHI,,Lualualei_215_AT,,10.8,,21.4376,-158.189,10/24/2019,78.5,,2,,1,,PLOB,,,,,PMEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Makaha_203_KK,,7.9,,21.47744,-158.225,10/21/2019,78.5,,2,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Makaha_204_KK,,7.9,,21.4775,-158.225,10/21/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Makaha_205_KK,,7.9,,21.47757,-158.225,10/21/2019,78.5,,2,,0,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Makaha_206_KK,,7.9,,21.47764,-158.224,10/21/2019,78.5,,2,,0,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Makaha_207_KK,,7.9,,21.47775,-158.224,10/21/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Makaha_49_JR,,6.9,,21.47748,-158.225,10/21/2019,78.5,,1,,1,,PLOB,,,,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Makaha_50_JR,,6.9,,21.47752,-158.225,10/21/2019,78.5,,1,,3,,PLOB,,,,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Makaha_51_JR,,6.9,,21.47758,-158.225,10/21/2019,78.5,,1,,1,,PLOB,,,,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Makaha_52_JR,,6.9,,21.47766,-158.225,10/21/2019,78.5,,1,,0,,PLOB,,,,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,Makaha_53_JR,,6.9,,21.47776,-158.225,10/21/2019,78.5,,1,,1,,PLOB,,,,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,MakaiPier_100_KK,,7.9,,21.31966,-157.67,10/23/2019,78.5,,1,,1,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,MakaiPier_101_KK,,7.9,,21.31975,-157.67,10/23/2019,78.5,,1,,1,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,CG,Oahu,MHI,,MakaiPier_253_CG,,6.6,,21.31939,-157.67,10/23/2019,78.5,,2,,3,,PLUT,,,,,MCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,CG,Oahu,MHI,,MakaiPier_254_CG,,6.6,,21.31945,-157.67,10/23/2019,78.5,,3,,1,,PLUT,,,,,MCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,CG,Oahu,MHI,,MakaiPier_255_CG,,6.6,,21.31952,-157.67,10/23/2019,78.5,,3,,0,,PLUT,,,,,MCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,CG,Oahu,MHI,,MakaiPier_256_CG,,6.6,,21.31967,-157.67,10/23/2019,78.5,,2,,1,,PLUT,,,,,MCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,CG,Oahu,MHI,,MakaiPier_257_CG,,6.6,,21.4422,-158.191,10/24/2019,78.5,,1,,0,,PLUT,,,,,MCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,MakaiPier_95_JR,,6.9,,21.31949,-157.669,10/23/2019,78.5,,2,,1,,PLUT,,,,,MCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,MakaiPier_96_JR,,6.9,,21.3196,-157.67,10/23/2019,78.5,,2,,1,,PLUT,,,,,MCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,MakaiPier_97_JR,,6.9,,21.31968,-157.67,10/23/2019,78.5,,1,,0,,PLUT,,,,,MCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,MakaiPier_97_KK,,7.9,,21.31943,-157.67,10/23/2019,78.5,,2,,1,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,MakaiPier_98_JR,,6.9,,21.3198,-157.67,10/23/2019,78.5,,1,,1,,PLUT,,,,,MCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,MakaiPier_98_KK,,7.9,,21.31948,-157.67,10/23/2019,78.5,,2,,1,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,JR,Oahu,MHI,,MakaiPier_99_JR,,6.9,,21.31984,-157.67,10/23/2019,78.5,,1,,0,,PLUT,,,,,MCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,MakaiPier_99_KK,,7.9,,21.31957,-157.67,10/23/2019,78.5,,2,,1,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,HH,Oahu,MHI,,Papailoa_199_HH,,8.9,,21.61504,-158.095,10/22/2019,78.5,,2,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,HH,Oahu,MHI,,Papailoa_200_HH,,8.9,,21.61497,-158.095,10/22/2019,78.5,,1,,0,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,HH,Oahu,MHI,,Papailoa_201_HH,,8.9,,21.61491,-158.095,10/22/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,HH,Oahu,MHI,,Papailoa_202_HH,,8.9,,21.61485,-158.095,10/22/2019,78.5,,1,,0,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,HH,Oahu,MHI,,Papailoa_203_HH,,8.9,,21.61478,-158.095,10/22/2019,78.5,,1,,1,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Papailoa_77_KK,,3.9,,21.61498,-158.095,10/22/2019,78.5,,2,,0,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Papailoa_78_KK,,3.9,,21.61491,-158.095,10/22/2019,78.5,,1,,0,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Papailoa_79_KK,,3.9,,21.6148,-158.095,10/22/2019,78.5,,1,,0,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Papailoa_80_KK,,3.9,,21.61474,-158.095,10/22/2019,78.5,,0,,0,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Papailoa_81_KK,,3.9,,21.61469,-158.095,10/22/2019,78.5,,1,,0,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Papaoneone_208_KK,,9.8,,21.46178,-158.214,10/21/2019,78.5,,2,,1,,PLUT,,,,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Papaoneone_209_KK,,9.8,,21.46186,-158.214,10/21/2019,78.5,,2,,2,,PLUT,,,,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Papaoneone_210_KK,,9.8,,21.46193,-158.214,10/21/2019,78.5,,1,,0,,PLUT,,,,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Papaoneone_211_KK,,9.8,,21.46198,-158.214,10/21/2019,78.5,,2,,2,,PLUT,,,,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Papaoneone_212_KK,,9.8,,21.46204,-158.214,10/21/2019,78.5,,2,,3,,PLUT,,,,,PLOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Papaoneone_213_KK,,7.9,,21.45921,-158.207,10/21/2019,78.5,,2,,2,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Papaoneone_214_KK,,7.9,,21.45916,-158.207,10/21/2019,78.5,,3,,1,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104 Shallow
DAR_Oahu_Rapid,DAR_02,DAR_Oahu_Fish,KK,Oahu,MHI,,Papaoneone_215_KK,,7.9,,21.4591,-158.207,10/21/2019,78.5,,1,,3,,PLUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104 Shallow
